Month;Day;Name;Source
5;25;"San Beda il Venerabile, sacerdote e dottore; San Gregorio VII, papa; Santa Maria Maddalena de Pazzi, vergine";"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
5;26;San Filippo Neri, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
5;27;Sant'Agostino di Canterbury, vescovo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
5;29;San Paolo VI, Papa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/decrees.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/i18n/it.json"
5;31;Visitazione della Beata Vergine Maria;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;1;San Giustino martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;2;Santi Marcellino e Pietro, martiri;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;3;Santi Carlo Lwanga e compagni, martiri;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;5;San Bonifacio, vescovo e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;6;San Norberto;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;9;Sant'Efrem, diacono e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;11;San Barnaba, apostolo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;13;Sant'Antonio da Padova, sacerdote e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;19;San Romualdo, abate;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;21;San Luigi Gonzaga, religioso;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;22;"San Paolino da Nola, vescovo; Santi Giovanni Fisher, vescovo e martire e Tommaso Moro, martire";"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;24;Natività di San Giovanni Battista;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;27;San Cirillo di Alessandria, vescovo e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;28;Sant'Ireneo, vescovo e martire e dottore della Chiesa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/decrees.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;29;Santi Pietro e Paolo, Apostoli;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
6;30;Santi Primi Martiri della Chiesa Romana;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;3;San Tommaso Apostolo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;4;Sant'Elisabetta da Portogallo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;5;Sant'Antonio Zaccaria, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;6;Santa Maria Goretti, vergine e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;9;Santi Agostino Zhao Rong e compagni martiri;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
7;11;San Benedetto, abate;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;13;Sant'Enrico;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;14;San Camillo de Lellis, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;15;San Bonaventura, vescovo e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;16;Beata Maria Vergine del Monte Carmelo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;20;Sant'Apollinare, vescovo e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
7;21;San Lorenzo da Brindisi, sacerdote e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;22;Santa Maria Maddalena;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;23;Santa Brigida, religiosa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;24;San Charbel Makhluf, eremita;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
7;25;San Giacomo, apostolo;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;26;Santi Gioacchino e Anna;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;29;Santi Marta, Maria e Lazzaro;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/decrees.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/decrees/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;30;San Pietro Crisologo, vescovo e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
7;31;Sant'Ignazio da Loyola, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;1;Sant'Alfonso Maria de Liguori, vescovo e dottore;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;2;"San Pier Giuliano Eymard, sacerdote; Sant'Eusebio da Vercelli, vescovo";"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
8;4;San Giovanni Vianney (il Curato d'Ars), sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;7;"San Gaetano, sacerdote; Santi Sisto II, papa, e compagni martiri";"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;8;San Domenico, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;9;Santa Teresa Benedetta della Croce (Edith Stein), vergine e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
8;10;San Lorenzo, diacono e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;11;Santa Chiara, vergine;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;12;Santa Giovanna Francesca de Chantal, religiosa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/src/Handlers/CalendarHandler.php"
8;13;Santi Ponziano, papa, e Ippolito, sacerdote, martiri;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;14;San Massimiliano Kolbe, sacerdote e martire;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_2002/propriumdesanctis_2002.json"
8;15;Assunzione della Beata Vergine Maria;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;16;Santo Stefano di Ungheria;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;19;San Giovanni Eudes, sacerdote;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;20;San Bernardo di Chiaravalle, abate e dottore della Chiesa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
8;21;San Pio X, papa;"https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/i18n/it.json; https://github.com/Liturgical-Calendar/LiturgicalCalendarAPI/blob/1bb2b7c503a701a9713b2f881795afe46044af3b/jsondata/sourcedata/rite/roman/missals/propriumdesanctis_1970/propriumdesanctis_1970.json"
