Calendar;Date;Name;Active;Source;Kind;Status;Version;Updated
IN;2028-08-15;Independence Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IN;2028-09-27;Dussehra;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IN;2028-10-02;Mahatma Gandhi's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IN;2028-10-17;Diwali (Deepavali);1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IN;2028-11-02;Guru Nanak's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IN;2028-12-25;Christmas;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/india.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-01-01;Capodanno;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-01-06;Epifania;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-04-05;Pasqua;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-04-06;Lunedì dell'Angelo;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-04-25;Anniversario della Liberazione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-05-01;Festa del Lavoro;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-06-02;Festa della Repubblica;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-08-15;Assunzione della Beata Vergine Maria;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-10-04;Festa nazionale di San Francesco d'Assisi, patrono d'Italia;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-11-01;"Giorno dell'unità nazionale; Ognissanti";1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-12-08;Immacolata Concezione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-12-25;Natale;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2026-12-26;Santo Stefano;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-01-01;Capodanno;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-01-06;Epifania;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-03-28;Pasqua;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-03-29;Lunedì dell'Angelo;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-04-25;Anniversario della Liberazione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-05-01;Festa del Lavoro;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-06-02;Festa della Repubblica;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-08-15;Assunzione della Beata Vergine Maria;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-10-04;Festa nazionale di San Francesco d'Assisi, patrono d'Italia;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-11-01;Ognissanti;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-11-07;Giorno dell'unità nazionale;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-12-08;Immacolata Concezione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-12-25;Natale;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2027-12-26;Santo Stefano;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-01-01;Capodanno;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-01-06;Epifania;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-04-16;Pasqua;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-04-17;Lunedì dell'Angelo;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-04-25;Anniversario della Liberazione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-05-01;Festa del Lavoro;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-06-02;Festa della Repubblica;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-08-15;Assunzione della Beata Vergine Maria;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-10-04;Festa nazionale di San Francesco d'Assisi, patrono d'Italia;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-11-01;Ognissanti;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-11-05;Giorno dell'unità nazionale;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-12-08;Immacolata Concezione;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-12-25;Natale;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
IT;2028-12-26;Santo Stefano;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/italy.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-01-01;New Year's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-01-12;Coming of Age Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-02-11;Foundation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-02-23;Emperor's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-03-20;Vernal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-04-29;Showa Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-05-03;Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-05-04;Greenery Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-05-05;Children's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-05-06;Substitute Holiday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-07-20;Marine Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-08-11;Mountain Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-09-21;Respect for the Aged Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-09-22;National Holiday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-09-23;Autumnal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-10-12;Sports Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-11-03;Culture Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2026-11-23;Labor Thanksgiving Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-01-01;New Year's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-01-11;Coming of Age Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-02-11;Foundation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-02-23;Emperor's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-03-21;Vernal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-03-22;Substitute Holiday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-04-29;Showa Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-05-03;Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-05-04;Greenery Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-05-05;Children's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-07-19;Marine Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-08-11;Mountain Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-09-20;Respect for the Aged Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-09-23;Autumnal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-10-11;Sports Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-11-03;Culture Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2027-11-23;Labor Thanksgiving Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-01-01;New Year's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-01-10;Coming of Age Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-02-11;Foundation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-02-23;Emperor's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-03-20;Vernal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-04-29;Showa Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-05-03;Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-05-04;Greenery Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-05-05;Children's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-07-17;Marine Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-08-11;Mountain Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-09-18;Respect for the Aged Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-09-22;Autumnal Equinox Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-10-09;Sports Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-11-03;Culture Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
JP;2028-11-23;Labor Thanksgiving Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/japan.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-01-01;New Year's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-02-16;The day preceding Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-02-17;Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-02-18;The second day of Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-03-01;Independence Movement Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-03-02;Alternative holiday for Independence Movement Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-05-01;Labor Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-05-05;Children's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-05-24;Buddha's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-05-25;Alternative holiday for Buddha's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-06-03;Local Election Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-06-06;Memorial Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-07-17;Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-08-15;Liberation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-08-17;Alternative holiday for Liberation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-09-24;The day preceding Chuseok;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-09-25;Chuseok;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-09-26;The second day of Chuseok;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-10-03;National Foundation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-10-05;Alternative holiday for National Foundation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-10-09;Hangul Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2026-12-25;Christmas Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-01-01;New Year's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-02-06;The day preceding Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-02-07;Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-02-08;The second day of Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-02-09;Alternative holiday for Korean New Year;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-03-01;Independence Movement Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-05-01;Labor Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-05-03;Alternative holiday for Labor Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-05-05;Children's Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-05-13;Buddha's Birthday;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-06-06;Memorial Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-07-17;Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-07-19;Alternative holiday for Constitution Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-08-15;Liberation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-08-16;Alternative holiday for Liberation Day;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
KR;2027-09-14;The day preceding Chuseok;1;https://github.com/vacanza/holidays/blob/v0.105/holidays/countries/south_korea.py;HOLIDAY;"Da regole; non verificata singolarmente";0.105;2026-09-23T20:51:39+00:00
