"Path","Width","Height","Bytes","Sha256","DuplicateCount","MsBuildIncluded","Classification","References"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-24_altform-unplated.png","24","24","1203","EF7936F07E92C4A335610AF6A464B6E137050F7B29681E4773C01B9EAB88F40E","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-24.png","24","24","1203","EF7936F07E92C4A335610AF6A464B6E137050F7B29681E4773C01B9EAB88F40E","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-256_altform-lightunplated.png","256","256","67359","4449AC0F5A040034EE07029D0F4F56C23A9DE04D412398EAF6B094E67D9B5DE4","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-256_altform-unplated.png","256","256","67359","4449AC0F5A040034EE07029D0F4F56C23A9DE04D412398EAF6B094E67D9B5DE4","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-256.png","256","256","67359","4449AC0F5A040034EE07029D0F4F56C23A9DE04D412398EAF6B094E67D9B5DE4","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-30_altform-lightunplated.png","30","30","1710","73BD4932365090D233F047583B28DDDA67D1A840999D82F07E59471DBAC7388A","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-30_altform-unplated.png","30","30","1710","73BD4932365090D233F047583B28DDDA67D1A840999D82F07E59471DBAC7388A","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-30.png","30","30","1710","73BD4932365090D233F047583B28DDDA67D1A840999D82F07E59471DBAC7388A","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-32_altform-lightunplated.png","32","32","1790","1F67C5077A24D224989DE72D674A613C9B73AC947B5B228986E339D6101732A5","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-32_altform-unplated.png","32","32","1790","1F67C5077A24D224989DE72D674A613C9B73AC947B5B228986E339D6101732A5","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-32.png","32","32","1790","1F67C5077A24D224989DE72D674A613C9B73AC947B5B228986E339D6101732A5","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-36_altform-lightunplated.png","36","36","2198","E3A40745A8ED3FC08CC81034A1A08982F2DF17A8462CAA92522EC30C56EA0DF8","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-36_altform-unplated.png","36","36","2198","E3A40745A8ED3FC08CC81034A1A08982F2DF17A8462CAA92522EC30C56EA0DF8","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-36.png","36","36","2198","E3A40745A8ED3FC08CC81034A1A08982F2DF17A8462CAA92522EC30C56EA0DF8","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-40_altform-lightunplated.png","40","40","2624","2AE06CF419306F29754907E15BD1217CB1DA6BB7273B2FCDAF0FE6F94591CF64","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-40_altform-unplated.png","40","40","2624","2AE06CF419306F29754907E15BD1217CB1DA6BB7273B2FCDAF0FE6F94591CF64","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-40.png","40","40","2624","2AE06CF419306F29754907E15BD1217CB1DA6BB7273B2FCDAF0FE6F94591CF64","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-48_altform-lightunplated.png","48","48","3403","31C6A0B876851D3FC9D7605D1A4EC3937741DED976A2FC41894A4A74C1C830AB","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-48_altform-unplated.png","48","48","3403","31C6A0B876851D3FC9D7605D1A4EC3937741DED976A2FC41894A4A74C1C830AB","3","True","package-platform-variant","System.Collections.Hashtable"
